Date,Room_Temp,Air_Quality,Humidity,Light_Intensity,Sound_Level
2024-11-14,23.0,3.37,50.6,249.0,93.0
2024-11-15,22.83,3.59,53.3,315.0,29.0
2024-11-16,22.99,4.07,47.7,329.0,38.0
2024-11-17,23.14,5.97,47.4,298.0,49.0
2024-11-18,23.01,5.86,52.9,297.0,23.0
2024-11-19,23.98,4.01,49.5,274.0,9.0
2024-11-20,24.06,6.37,54.8,259.0,1.0
2024-11-21,22.55,5.56,52.2,268.0,24.0
2024-11-22,22.37,3.92,52.0,319.0,35.0
2024-11-23,22.46,5.57,47.9,310.0,24.0
2024-11-24,23.13,3.78,51.9,307.0,19.0
2024-11-25,24.03,5.01,51.4,274.0,18.0
2024-11-26,22.28,4.53,45.5,284.0,40.0
2024-11-27,23.03,4.58,54.2,300.0,34.0
2024-11-28,23.63,3.23,48.3,304.0,61.0
2024-11-29,23.84,3.65,53.9,261.0,12.0
2024-11-30,24.23,4.2,54.9,316.0,28.0
2024-12-01,22.78,4.21,52.9,264.0,30.0
2024-12-02,22.79,4.21,52.1,333.0,66.0
2024-12-03,23.46,5.86,48.1,309.0,56.0
2024-12-04,24.05,3.18,51.4,306.0,50.0
2024-12-05,22.29,5.57,51.8,270.0,49.0
2024-12-06,22.56,5.63,45.8,343.0,39.0
2024-12-07,22.84,5.46,49.6,300.0,42.0
2024-12-08,23.54,6.97,45.1,343.0,38.0
2024-12-09,23.94,6.75,48.0,344.0,40.0
2024-12-10,24.6,6.71,45.2,342.0,-1.0
2024-12-11,22.85,6.39,50.7,278.0,53.0
2024-12-12,23.2,5.32,51.0,275.0,48.0
2024-12-13,24.63,6.71,54.5,288.0,39.0
2024-12-14,24.11,6.08,50.6,265.0,84.0
2024-12-15,22.12,4.88,50.8,331.0,33.0
2024-12-16,23.15,6.45,53.4,324.0,60.0
2024-12-17,23.58,5.27,47.1,322.0,58.0
2024-12-18,24.62,4.81,47.4,300.0,32.0
2024-12-19,23.43,3.66,49.1,277.0,30.0
2024-12-20,24.1,6.79,47.2,264.0,31.0
2024-12-21,22.59,6.06,47.2,283.0,74.0
2024-12-22,23.75,6.53,46.0,342.0,15.0
2024-12-23,24.7,6.94,49.8,342.0,27.0
2024-12-24,23.68,5.03,46.5,306.0,25.0
2024-12-25,24.7,6.06,46.7,295.0,47.0
2024-12-26,23.01,4.67,53.9,293.0,1.0
2024-12-27,24.58,5.63,51.2,257.0,30.0
2024-12-28,23.45,4.63,48.6,294.0,60.0
2024-12-29,23.85,3.9,48.1,326.0,62.0
2024-12-30,24.44,3.01,53.3,260.0,42.0
2024-12-31,23.23,6.8,45.1,271.0,52.0
2025-01-01,24.56,4.13,53.0,324.0,41.0
2025-01-02,23.58,5.78,53.6,348.0,53.0
2025-01-03,24.68,6.68,53.9,250.0,15.0
2025-01-04,23.08,5.68,47.8,257.0,45.0
2025-01-05,23.79,4.54,49.7,288.0,21.0
2025-01-06,25.21,3.42,48.0,272.0,25.0
2025-01-07,23.82,4.36,47.3,255.0,11.0
2025-01-08,25.17,6.43,51.6,343.0,27.0
2025-01-09,24.15,5.17,51.1,264.0,0.0
2025-01-10,23.15,3.68,53.2,314.0,75.0
2025-01-11,24.32,5.35,51.9,350.0,70.0
2025-01-12,23.9,5.66,47.6,293.0,15.0
2025-01-13,25.31,3.86,48.9,290.0,37.0
2025-01-14,23.85,3.61,45.9,325.0,60.0
2025-01-15,25.94,3.95,47.7,293.0,15.0
2025-01-16,24.84,5.18,51.1,284.0,30.0
2025-01-17,24.6,6.0,52.1,314.0,45.0
2025-01-18,23.65,6.69,50.4,271.0,30.0
2025-01-19,25.01,4.47,46.4,339.0,37.0
2025-01-20,24.27,3.77,45.7,262.0,49.0
2025-01-21,24.71,3.38,46.2,311.0,28.0
2025-01-22,23.9,5.65,50.6,317.0,60.0
2025-01-23,25.75,5.25,49.2,263.0,29.0
2025-01-24,24.6,3.23,52.4,293.0,57.0
2025-01-25,23.95,5.5,52.0,346.0,25.0
2025-01-26,25.7,5.78,46.2,252.0,22.0
2025-01-27,25.11,4.66,48.0,304.0,38.0
2025-01-28,24.98,4.43,48.4,302.0,32.0
2025-01-29,23.67,6.57,46.7,326.0,25.0
2025-01-30,24.86,3.59,45.3,257.0,47.0
2025-01-31,24.14,5.71,49.9,347.0,57.0
2025-02-01,23.05,6.01,47.4,334.0,73.0
2025-02-02,24.9,3.85,49.6,288.0,50.0
2025-02-03,24.4,5.54,53.9,305.0,28.0
2025-02-04,23.37,3.84,52.3,267.0,40.0
2025-02-05,25.19,5.73,45.9,293.0,15.0
2025-02-06,24.06,3.53,51.7,308.0,30.0
2025-02-07,23.97,6.92,48.5,294.0,50.0
2025-02-08,25.59,5.36,47.4,267.0,44.0
2025-02-09,24.32,6.06,50.9,348.0,19.0
2025-02-10,23.86,6.62,47.9,258.0,39.0
2025-02-11,25.77,5.96,46.0,294.0,58.0
2025-02-12,24.97,4.92,50.7,324.0,57.0
2025-02-13,24.59,7.0,50.4,306.0,48.0
2025-02-14,23.73,6.61,52.3,305.0,51.0
2025-02-15,24.89,5.08,53.8,278.0,58.0
2025-02-16,24.11,3.23,48.7,251.0,24.0
2025-02-17,23.1,6.85,45.1,313.0,57.0
2025-02-18,24.98,3.84,51.3,325.0,41.0
2025-02-19,23.73,5.38,51.9,337.0,10.0
2025-02-20,25.39,4.54,54.8,325.0,7.0
2025-02-21,24.73,5.09,45.8,274.0,41.0
2025-02-22,24.27,4.86,53.9,292.0,36.0
2025-02-23,23.36,3.17,47.5,337.0,53.0
2025-02-24,25.1,5.05,51.2,317.0,16.0
2025-02-25,24.33,5.97,47.4,334.0,37.0
2025-02-26,23.5,4.85,47.1,294.0,63.0
2025-02-27,25.22,4.04,50.0,265.0,67.0
2025-02-28,23.78,5.23,54.5,326.0,35.0
2025-03-01,25.5,4.52,51.9,258.0,35.0
2025-03-02,24.38,3.07,48.4,287.0,48.0
2025-03-03,23.11,4.63,47.0,287.0,31.0
2025-03-04,24.5,6.81,52.5,345.0,37.0
2025-03-05,23.8,4.56,54.2,328.0,48.0
2025-03-06,25.44,3.69,48.7,312.0,32.0
2025-03-07,24.9,5.72,54.1,331.0,29.0
2025-03-08,24.47,3.52,53.3,274.0,47.0
2025-03-09,24.34,3.1,54.2,291.0,48.0
2025-03-10,23.37,4.26,47.2,309.0,35.0
2025-03-11,25.56,3.75,53.2,278.0,59.0
2025-03-12,23.91,3.51,47.8,304.0,50.0
2025-03-13,24.59,3.18,46.2,282.0,61.0
2025-03-14,23.77,3.19,51.3,317.0,45.0
2025-03-15,24.97,3.03,51.1,314.0,57.0
2025-03-16,24.07,5.16,49.7,277.0,32.0
2025-03-17,23.04,5.89,53.3,253.0,30.0
2025-03-18,24.59,3.52,53.7,299.0,9.0
2025-03-19,23.91,6.53,54.4,258.0,36.0
2025-03-20,24.51,4.94,53.8,347.0,45.0
2025-03-21,24.07,3.44,53.7,256.0,39.0
2025-03-22,23.02,6.13,52.2,348.0,42.0
2025-03-23,24.46,5.78,53.8,331.0,57.0
2025-03-24,23.29,3.18,50.3,328.0,30.0
2025-03-25,23.96,4.04,54.4,318.0,41.0
2025-03-26,25.59,3.86,47.5,322.0,31.0
2025-03-27,24.38,4.87,50.8,278.0,10.0
2025-03-28,22.88,3.3,48.4,264.0,43.0
2025-03-29,24.7,5.87,48.3,268.0,35.0
2025-03-30,23.93,3.58,51.8,276.0,29.0
2025-03-31,24.03,4.97,54.7,284.0,22.0
2025-04-01,23.71,3.95,54.3,325.0,39.0
2025-04-02,24.45,6.86,51.5,261.0,34.0
2025-04-03,22.73,4.7,46.0,339.0,37.0
2025-04-04,24.28,3.64,49.7,304.0,49.0
2025-04-05,22.56,3.14,54.2,348.0,45.0
2025-04-06,23.63,3.84,46.2,309.0,31.0
2025-04-07,24.39,5.89,47.8,258.0,60.0
