Date,Room_Temp,Air_Quality,Humidity,Light_Intensity,Sound_Level
2024-11-14,22.0,2.34,51.4,362.0,64.0
2024-11-15,21.72,2.44,51.1,366.0,19.0
2024-11-16,21.52,2.96,48.5,386.0,69.0
2024-11-17,21.6,1.88,50.7,389.0,41.0
2024-11-18,21.61,1.5,49.6,413.0,25.0
2024-11-19,22.31,1.73,51.4,401.0,21.0
2024-11-20,21.82,2.16,50.5,385.0,66.0
2024-11-21,21.75,1.68,48.4,344.0,62.0
2024-11-22,22.66,1.4,50.1,407.0,62.0
2024-11-23,21.19,1.4,50.6,351.0,43.0
2024-11-24,21.26,1.94,49.2,343.0,38.0
2024-11-25,21.19,1.97,48.1,385.0,32.0
2024-11-26,21.12,1.48,50.6,428.0,34.0
2024-11-27,21.49,2.75,51.8,441.0,52.0
2024-11-28,21.87,1.61,51.0,398.0,45.0
2024-11-29,22.98,1.91,48.4,363.0,18.0
2024-11-30,21.49,2.41,50.7,427.0,50.0
2024-12-01,21.83,2.78,51.2,380.0,54.0
2024-12-02,22.0,1.22,51.3,418.0,28.0
2024-12-03,22.1,2.97,50.8,373.0,58.0
2024-12-04,22.77,1.53,50.9,371.0,46.0
2024-12-05,21.35,1.87,51.6,362.0,63.0
2024-12-06,22.2,2.02,49.2,407.0,34.0
2024-12-07,22.36,2.58,49.2,425.0,59.0
2024-12-08,22.8,2.32,50.4,376.0,53.0
2024-12-09,21.46,2.67,51.5,376.0,30.0
2024-12-10,21.73,1.14,50.9,446.0,14.0
2024-12-11,21.9,1.76,48.3,419.0,43.0
2024-12-12,22.08,2.31,50.4,427.0,34.0
2024-12-13,22.63,2.07,48.1,438.0,45.0
2024-12-14,20.94,1.14,48.6,387.0,45.0
2024-12-15,24.57,1.59,51.9,440.0,33.0
2024-12-16,22.68,2.88,51.1,399.0,72.0
2024-12-17,21.18,2.63,50.0,369.0,56.0
2024-12-18,22.65,1.48,49.8,433.0,36.0
2024-12-19,20.81,2.15,49.5,381.0,24.0
2024-12-20,23.69,1.24,48.3,427.0,33.0
2024-12-21,22.74,1.79,51.5,407.0,63.0
2024-12-22,21.38,2.92,48.3,366.0,30.0
2024-12-23,22.38,1.57,49.3,395.0,16.0
2024-12-24,23.71,1.77,49.8,365.0,47.0
2024-12-25,22.46,1.11,49.2,379.0,57.0
2024-12-26,23.38,1.25,50.6,403.0,50.0
2024-12-27,22.04,1.68,50.8,383.0,37.0
2024-12-28,22.9,2.66,49.4,431.0,73.0
2024-12-29,21.11,2.53,49.7,424.0,69.0
2024-12-30,22.35,2.63,49.4,367.0,59.0
2024-12-31,22.99,2.58,50.9,447.0,36.0
2025-01-01,22.0,2.21,50.1,423.0,37.0
2025-01-02,22.83,1.33,51.6,396.0,93.0
2025-01-03,21.45,1.06,50.5,384.0,57.0
2025-01-04,23.25,2.37,50.3,437.0,31.0
2025-01-05,22.35,2.64,48.9,383.0,7.0
2025-01-06,23.5,2.33,51.9,439.0,29.0
2025-01-07,22.3,2.72,50.0,426.0,22.0
2025-01-08,23.53,1.35,50.8,362.0,56.0
2025-01-09,22.9,2.18,50.0,425.0,47.0
2025-01-10,22.31,2.88,48.2,356.0,37.0
2025-01-11,23.3,1.57,49.7,412.0,57.0
2025-01-12,22.78,1.78,51.6,378.0,39.0
2025-01-13,21.41,1.25,49.5,397.0,50.0
2025-01-14,23.23,1.9,52.0,409.0,25.0
2025-01-15,22.4,2.24,50.9,392.0,27.0
2025-01-16,24.61,1.11,48.8,367.0,22.0
2025-01-17,23.54,1.36,51.1,447.0,50.0
2025-01-18,22.19,2.92,49.3,407.0,69.0
2025-01-19,23.54,2.67,50.1,383.0,37.0
2025-01-20,22.65,2.26,48.4,351.0,44.0
2025-01-21,22.67,1.73,49.1,367.0,43.0
2025-01-22,22.71,2.12,51.1,401.0,35.0
2025-01-23,22.64,1.21,48.1,382.0,33.0
2025-01-24,21.49,1.8,51.9,407.0,65.0
2025-01-25,23.47,2.08,51.8,393.0,51.0
2025-01-26,22.82,1.74,48.8,389.0,59.0
2025-01-27,21.96,2.51,49.5,381.0,8.0
2025-01-28,22.23,1.37,51.5,417.0,8.0
2025-01-29,23.19,1.28,51.1,370.0,55.0
2025-01-30,22.3,2.95,49.2,385.0,36.0
2025-01-31,23.68,2.33,50.4,389.0,23.0
2025-02-01,22.65,2.94,51.2,436.0,62.0
2025-02-02,21.45,2.2,49.0,405.0,36.0
2025-02-03,23.05,1.34,49.8,386.0,32.0
2025-02-04,22.15,2.85,49.9,400.0,50.0
2025-02-05,24.4,1.37,49.1,357.0,32.0
2025-02-06,22.97,1.62,51.7,372.0,24.0
2025-02-07,22.27,3.0,51.0,406.0,34.0
2025-02-08,23.88,2.31,51.0,414.0,53.0
2025-02-09,22.76,1.62,48.9,426.0,67.0
2025-02-10,22.41,2.85,51.9,382.0,53.0
2025-02-11,23.68,2.78,51.2,380.0,52.0
2025-02-12,23.52,2.88,49.7,405.0,47.0
2025-02-13,22.24,1.91,50.5,393.0,45.0
2025-02-14,24.38,2.11,49.6,353.0,25.0
2025-02-15,23.95,1.74,49.7,412.0,43.0
2025-02-16,23.26,1.89,51.5,380.0,43.0
2025-02-17,21.86,2.86,50.7,430.0,27.0
2025-02-18,23.34,1.86,51.4,376.0,58.0
2025-02-19,23.32,1.67,51.2,368.0,4.0
2025-02-20,22.45,2.07,49.8,341.0,39.0
2025-02-21,23.53,1.82,48.5,406.0,6.0
2025-02-22,22.67,2.02,48.7,440.0,39.0
2025-02-23,21.89,1.02,49.4,421.0,24.0
2025-02-24,24.13,1.78,50.4,381.0,57.0
2025-02-25,22.76,1.79,51.4,378.0,21.0
2025-02-26,22.15,2.01,50.3,413.0,26.0
2025-02-27,23.06,2.03,48.9,438.0,31.0
2025-02-28,22.31,2.76,50.4,372.0,21.0
2025-03-01,23.28,1.82,49.2,383.0,55.0
2025-03-02,22.53,2.69,51.7,422.0,30.0
2025-03-03,21.83,2.57,49.4,373.0,42.0
2025-03-04,23.7,2.19,48.8,352.0,26.0
2025-03-05,23.02,2.29,48.5,436.0,33.0
2025-03-06,22.13,1.19,48.8,417.0,50.0
2025-03-07,23.54,1.03,48.7,392.0,-1.0
2025-03-08,22.53,2.7,48.2,405.0,63.0
2025-03-09,21.91,1.82,51.9,348.0,66.0
2025-03-10,23.56,1.39,51.9,449.0,30.0
2025-03-11,23.0,1.25,50.7,432.0,17.0
2025-03-12,22.46,2.54,51.3,412.0,24.0
2025-03-13,23.48,2.05,48.1,392.0,37.0
2025-03-14,22.92,2.8,49.5,392.0,29.0
2025-03-15,21.52,2.78,51.2,381.0,3.0
2025-03-16,22.52,1.53,49.3,433.0,36.0
2025-03-17,20.92,1.03,48.6,348.0,69.0
2025-03-18,24.22,2.1,50.5,442.0,27.0
2025-03-19,24.08,2.8,48.3,376.0,37.0
2025-03-20,22.78,1.18,48.7,428.0,57.0
2025-03-21,21.87,1.92,48.8,446.0,24.0
2025-03-22,23.64,2.52,48.3,374.0,35.0
2025-03-23,22.81,1.65,50.1,411.0,27.0
2025-03-24,21.42,2.05,49.2,361.0,43.0
2025-03-25,23.02,2.57,48.7,407.0,52.0
2025-03-26,20.97,1.03,49.2,351.0,38.0
