Date,Room_Temp,Air_Quality,Humidity,Light_Intensity,Sound_Level
2024-11-14,23.0,5.04,48.3,340.0,42.0
2024-11-15,23.24,5.81,48.5,382.0,42.0
2024-11-16,23.24,6.05,48.9,377.0,28.0
2024-11-17,22.86,8.0,51.2,344.0,38.0
2024-11-18,23.05,6.85,48.1,308.0,37.0
2024-11-19,23.96,5.6,45.7,332.0,48.0
2024-11-20,24.93,5.74,48.5,316.0,48.0
2024-11-21,25.2,6.69,49.7,342.0,42.0
2024-11-22,23.11,7.28,48.0,327.0,62.0
2024-11-23,22.88,7.53,53.1,393.0,50.0
2024-11-24,22.94,7.91,48.5,383.0,37.0
2024-11-25,23.4,5.54,48.9,357.0,44.0
2024-11-26,24.6,7.18,51.9,397.0,32.0
2024-11-27,24.71,5.81,46.6,326.0,67.0
2024-11-28,25.13,7.94,51.9,329.0,47.0
2024-11-29,23.55,6.67,52.3,377.0,34.0
2024-11-30,24.17,7.5,52.1,323.0,14.0
2024-12-01,24.49,7.17,52.9,369.0,84.0
2024-12-02,24.86,7.03,48.6,389.0,23.0
2024-12-03,26.29,7.59,53.1,328.0,41.0
2024-12-04,25.16,5.79,53.8,330.0,40.0
2024-12-05,23.57,6.36,49.1,389.0,43.0
2024-12-06,24.45,7.1,48.6,334.0,5.0
2024-12-07,24.68,5.11,52.5,384.0,25.0
2024-12-08,26.2,7.96,54.4,325.0,39.0
2024-12-09,24.38,7.21,54.5,320.0,35.0
2024-12-10,25.01,7.04,47.5,385.0,18.0
2024-12-11,24.09,5.05,45.4,339.0,46.0
2024-12-12,24.8,5.37,49.3,337.0,68.0
2024-12-13,24.7,7.61,51.6,387.0,37.0
2024-12-14,24.67,6.75,45.4,357.0,-5.0
2024-12-15,25.95,7.7,49.0,359.0,42.0
2024-12-16,24.24,7.7,54.4,307.0,61.0
2024-12-17,25.06,6.69,46.6,345.0,66.0
2024-12-18,24.49,5.59,48.5,296.0,10.0
2024-12-19,25.75,5.81,51.1,389.0,43.0
2024-12-20,24.25,7.65,53.7,355.0,45.0
2024-12-21,25.31,6.65,48.0,335.0,33.0
2024-12-22,24.29,7.36,51.8,366.0,99.0
2024-12-23,25.06,6.88,54.3,316.0,35.0
2024-12-24,24.47,7.21,46.5,361.0,52.0
2024-12-25,25.14,7.56,50.3,378.0,22.0
2024-12-26,25.11,6.33,47.2,309.0,29.0
2024-12-27,24.41,7.04,53.7,326.0,54.0
2024-12-28,25.28,6.17,48.2,356.0,-19.0
2024-12-29,24.21,5.31,47.4,366.0,62.0
2024-12-30,25.11,6.85,46.2,375.0,57.0
2024-12-31,24.81,6.09,48.0,394.0,38.0
2025-01-01,25.38,7.44,54.8,366.0,26.0
2025-01-02,24.41,5.92,51.5,349.0,61.0
2025-01-03,26.87,7.93,47.6,368.0,58.0
2025-01-04,25.93,5.05,51.3,404.0,34.0
2025-01-05,24.85,6.57,54.2,388.0,24.0
2025-01-06,26.07,7.12,47.3,389.0,50.0
2025-01-07,26.24,6.85,54.6,366.0,52.0
2025-01-08,24.36,6.82,49.0,395.0,92.0
2025-01-09,25.61,5.21,51.2,323.0,67.0
2025-01-10,24.29,6.7,54.6,366.0,32.0
2025-01-11,26.06,7.17,50.9,301.0,32.0
2025-01-12,25.39,5.99,50.6,314.0,69.0
2025-01-13,24.56,6.14,51.0,325.0,37.0
2025-01-14,26.98,5.57,50.6,391.0,45.0
2025-01-15,26.93,5.75,53.9,353.0,32.0
2025-01-16,25.37,5.57,53.0,358.0,17.0
2025-01-17,25.18,5.13,46.7,390.0,68.0
2025-01-18,24.3,7.46,51.3,304.0,56.0
2025-01-19,26.42,5.46,52.5,339.0,30.0
2025-01-20,25.6,5.74,52.7,340.0,50.0
2025-01-21,24.62,7.93,52.6,351.0,30.0
2025-01-22,26.22,6.04,54.5,353.0,29.0
2025-01-23,26.15,7.28,51.2,362.0,17.0
2025-01-24,25.04,6.03,45.2,339.0,28.0
2025-01-25,24.44,5.53,49.4,360.0,-1.0
2025-01-26,26.16,5.64,52.5,354.0,52.0
2025-01-27,25.37,7.01,48.1,356.0,31.0
2025-01-28,25.42,6.01,53.4,361.0,48.0
2025-01-29,25.13,5.44,48.1,310.0,32.0
2025-01-30,25.91,5.41,47.7,314.0,37.0
2025-01-31,25.91,5.63,54.0,391.0,-8.0
2025-02-01,25.21,6.39,53.4,353.0,15.0
2025-02-02,24.62,8.0,45.8,364.0,37.0
2025-02-03,25.98,6.22,45.7,332.0,38.0
2025-02-04,24.43,5.22,48.8,330.0,33.0
