Date,Room_Temp,Air_Quality,Humidity,Light_Intensity,Sound_Level
2024-11-14,23.0,13.7,55.6,183.0,77.0
2024-11-15,22.93,13.92,60.7,203.0,42.0
2024-11-16,22.36,11.76,65.0,215.0,54.0
2024-11-17,22.18,12.95,62.6,238.0,38.0
2024-11-18,21.82,11.41,58.9,195.0,-0.0
2024-11-19,21.5,12.22,61.3,219.0,60.0
2024-11-20,21.8,8.48,60.1,209.0,40.0
2024-11-21,21.57,9.81,57.1,220.0,48.0
2024-11-22,21.87,9.22,64.9,101.0,32.0
2024-11-23,21.97,14.34,58.2,270.0,63.0
2024-11-24,22.41,8.96,62.9,175.0,37.0
2024-11-25,22.87,14.08,59.6,208.0,19.0
2024-11-26,22.18,9.05,60.0,214.0,57.0
2024-11-27,22.52,13.5,58.9,220.0,50.0
2024-11-28,23.11,13.4,60.6,228.0,33.0
2024-11-29,23.2,8.15,56.2,239.0,58.0
2024-11-30,22.99,11.89,62.0,137.0,49.0
2024-12-01,23.31,8.91,63.3,212.0,42.0
2024-12-02,22.97,11.91,56.0,212.0,73.0
2024-12-03,22.51,11.97,59.5,237.0,63.0
2024-12-04,22.62,11.89,55.1,194.0,5.0
2024-12-05,23.28,12.63,58.5,133.0,67.0
2024-12-06,23.53,9.32,59.8,214.0,44.0
2024-12-07,22.61,13.09,60.9,270.0,47.0
2024-12-08,23.41,11.61,60.7,195.0,35.0
2024-12-09,24.12,9.16,61.6,255.0,48.0
2024-12-10,21.74,13.57,56.9,247.0,34.0
2024-12-11,22.35,14.9,64.9,167.0,85.0
2024-12-12,23.01,13.05,58.5,134.0,60.0
2024-12-13,24.02,11.46,56.5,155.0,71.0
2024-12-14,22.76,13.03,64.4,203.0,21.0
2024-12-15,23.16,13.98,58.7,202.0,45.0
2024-12-16,23.56,13.37,56.9,184.0,85.0
2024-12-17,24.48,10.96,55.9,256.0,29.0
2024-12-18,23.2,12.14,59.9,146.0,49.0
2024-12-19,23.89,13.03,56.5,95.0,41.0
2024-12-20,24.66,13.54,58.0,217.0,58.0
2024-12-21,23.43,12.0,61.4,225.0,-2.0
2024-12-22,24.19,9.35,57.1,154.0,93.0
2024-12-23,22.81,13.41,57.9,146.0,20.0
2024-12-24,23.78,10.02,55.1,185.0,4.0
2024-12-25,24.37,9.63,58.8,150.0,91.0
2024-12-26,22.38,13.51,64.0,158.0,50.0
2024-12-27,23.16,13.6,56.2,125.0,46.0
2024-12-28,23.59,13.77,58.6,201.0,72.0
2024-12-29,24.02,10.06,58.6,156.0,23.0
2024-12-30,22.74,12.63,64.9,187.0,45.0
2024-12-31,23.86,12.22,64.1,182.0,54.0
2025-01-01,24.58,13.75,62.8,183.0,45.0
2025-01-02,23.52,12.54,55.0,169.0,61.0
2025-01-03,25.18,9.42,63.3,178.0,62.0
2025-01-04,23.57,13.74,59.6,213.0,34.0
2025-01-05,24.48,13.41,59.5,178.0,41.0
2025-01-06,24.14,10.14,59.4,237.0,45.0
2025-01-07,22.9,9.48,65.0,193.0,67.0
2025-01-08,23.13,14.77,56.3,176.0,67.0
2025-01-09,24.3,9.48,61.7,151.0,76.0
2025-01-10,22.77,9.72,55.2,234.0,38.0
2025-01-11,23.81,12.25,62.3,275.0,36.0
2025-01-12,25.33,12.72,61.7,210.0,19.0
2025-01-13,23.91,10.59,60.2,249.0,33.0
2025-01-14,25.22,8.45,56.9,101.0,63.0
2025-01-15,24.03,8.76,55.6,258.0,46.0
2025-01-16,23.31,11.33,59.8,158.0,25.0
2025-01-17,24.12,9.26,61.3,321.0,93.0
2025-01-18,23.46,9.17,56.3,147.0,30.0
2025-01-19,24.52,9.68,59.7,198.0,54.0
2025-01-20,23.61,10.26,55.8,238.0,-11.0
2025-01-21,25.25,9.2,62.8,211.0,78.0
2025-01-22,23.61,9.32,63.0,169.0,33.0
2025-01-23,25.05,13.78,58.1,221.0,71.0
2025-01-24,24.75,11.58,62.9,196.0,55.0
2025-01-25,23.69,14.82,62.5,221.0,41.0
2025-01-26,25.31,9.0,62.7,189.0,22.0
2025-01-27,24.31,14.71,58.3,181.0,88.0
2025-01-28,23.71,9.41,60.4,180.0,44.0
2025-01-29,24.52,14.01,55.2,208.0,66.0
2025-01-30,24.39,14.09,56.1,162.0,16.0
2025-01-31,23.45,14.53,58.6,230.0,63.0
2025-02-01,24.27,12.0,57.4,259.0,22.0
2025-02-02,23.15,11.66,59.6,160.0,-1.0
2025-02-03,24.83,12.6,58.0,198.0,20.0
2025-02-04,23.49,8.36,64.5,212.0,17.0
2025-02-05,24.85,13.48,57.6,192.0,58.0
2025-02-06,23.54,9.23,56.1,177.0,38.0
2025-02-07,24.41,11.37,60.1,260.0,33.0
2025-02-08,23.72,9.26,62.5,252.0,26.0
2025-02-09,23.77,10.62,55.4,152.0,48.0
2025-02-10,24.84,10.09,57.6,217.0,30.0
2025-02-11,24.03,9.4,60.8,192.0,59.0
2025-02-12,23.57,11.2,59.1,196.0,60.0
2025-02-13,25.09,14.5,64.1,256.0,44.0
2025-02-14,24.11,8.91,58.7,211.0,35.0
2025-02-15,22.53,13.91,60.2,219.0,13.0
2025-02-16,24.41,9.43,64.7,217.0,17.0
2025-02-17,23.81,11.61,57.8,216.0,35.0
2025-02-18,24.65,13.34,57.3,212.0,41.0
2025-02-19,23.72,12.97,58.6,177.0,31.0
2025-02-20,24.69,8.37,61.0,191.0,55.0
2025-02-21,23.24,8.43,60.0,183.0,22.0
2025-02-22,23.88,10.05,58.5,228.0,16.0
2025-02-23,24.59,12.58,58.8,211.0,34.0
2025-02-24,23.49,10.67,58.5,98.0,69.0
2025-02-25,25.11,13.42,58.1,202.0,35.0
2025-02-26,24.39,9.39,55.3,208.0,71.0
2025-02-27,22.94,13.28,55.8,206.0,47.0
2025-02-28,24.97,10.59,60.4,246.0,42.0
2025-03-01,24.37,13.67,61.1,187.0,-18.0
2025-03-02,22.87,12.39,59.8,180.0,74.0
2025-03-03,25.14,10.19,56.4,195.0,43.0
2025-03-04,23.4,10.78,59.1,193.0,51.0
2025-03-05,24.54,9.06,59.2,227.0,75.0
2025-03-06,23.46,13.16,57.7,140.0,73.0
2025-03-07,23.83,11.1,61.0,178.0,74.0
2025-03-08,25.54,9.61,57.5,172.0,65.0
2025-03-09,24.45,13.82,56.6,222.0,43.0
2025-03-10,22.73,9.52,56.4,246.0,24.0
2025-03-11,23.95,10.13,61.6,240.0,38.0
2025-03-12,25.17,8.45,55.7,203.0,90.0
2025-03-13,24.19,11.2,64.5,251.0,60.0
2025-03-14,23.5,8.3,57.5,164.0,35.0
2025-03-15,24.39,13.08,64.5,254.0,60.0
