Date,Room_Temp,Air_Quality,Humidity,Light_Intensity,Sound_Level
2024-11-14,23.0,10.53,54.1,276.0,46.0
2024-11-15,23.48,11.03,53.5,277.0,32.0
2024-11-16,20.88,10.29,54.7,244.0,55.0
2024-11-17,21.02,11.02,54.7,231.0,20.0
2024-11-18,21.4,11.87,56.4,290.0,53.0
2024-11-19,22.8,9.56,55.5,266.0,64.0
2024-11-20,23.23,10.6,55.3,310.0,54.0
2024-11-21,20.95,8.23,57.0,242.0,54.0
2024-11-22,21.73,10.28,59.3,292.0,54.0
2024-11-23,22.48,8.96,58.0,251.0,86.0
2024-11-24,23.17,9.21,55.4,239.0,41.0
2024-11-25,21.95,8.38,51.3,214.0,44.0
2024-11-26,22.42,10.13,50.3,179.0,79.0
2024-11-27,22.71,11.42,57.4,219.0,30.0
2024-11-28,22.92,8.03,57.5,233.0,31.0
2024-11-29,23.18,11.35,53.7,269.0,79.0
2024-11-30,21.21,9.87,56.5,246.0,35.0
2024-12-01,22.24,11.95,59.6,285.0,46.0
2024-12-02,22.15,8.5,58.4,243.0,17.0
2024-12-03,22.98,9.61,55.0,208.0,32.0
2024-12-04,22.83,8.15,55.6,288.0,56.0
2024-12-05,24.07,9.29,59.6,284.0,17.0
2024-12-06,22.59,11.78,59.6,288.0,44.0
2024-12-07,22.68,9.56,51.1,273.0,58.0
2024-12-08,23.35,10.1,59.4,261.0,24.0
2024-12-09,22.57,9.3,52.0,298.0,52.0
2024-12-10,23.98,8.31,55.5,227.0,69.0
2024-12-11,22.25,10.17,59.1,246.0,56.0
2024-12-12,23.57,9.33,59.3,276.0,31.0
2024-12-13,22.91,11.95,58.2,188.0,12.0
2024-12-14,23.23,11.37,55.3,225.0,74.0
2024-12-15,21.99,9.77,55.3,225.0,44.0
2024-12-16,22.96,8.43,55.1,230.0,82.0
2024-12-17,23.71,10.72,59.7,235.0,28.0
2024-12-18,23.53,11.64,51.1,246.0,18.0
2024-12-19,21.73,10.98,54.1,191.0,22.0
2024-12-20,23.09,10.67,52.3,297.0,21.0
2024-12-21,21.96,11.92,54.9,190.0,52.0
2024-12-22,23.85,9.75,51.0,294.0,78.0
2024-12-23,22.5,11.34,59.5,222.0,79.0
2024-12-24,24.36,8.73,53.6,222.0,69.0
2024-12-25,23.64,8.6,59.8,265.0,37.0
2024-12-26,22.03,8.58,59.5,193.0,65.0
2024-12-27,23.49,11.02,54.2,190.0,33.0
2024-12-28,22.76,11.99,53.6,301.0,52.0
2024-12-29,24.22,8.24,59.0,312.0,57.0
2024-12-30,22.95,11.1,57.0,197.0,68.0
2024-12-31,24.63,11.26,50.7,294.0,66.0
2025-01-01,23.66,9.5,59.7,221.0,21.0
2025-01-02,22.85,10.75,58.9,204.0,63.0
2025-01-03,24.2,10.72,58.3,262.0,56.0
2025-01-04,23.23,8.42,53.5,288.0,26.0
