Date,Room_Temp,Air_Quality,Humidity,Light_Intensity,Sound_Level
2024-11-14,23.0,7.48,48.5,264.0,65.0
2024-11-15,22.25,7.51,47.1,287.0,22.0
2024-11-16,21.6,7.11,49.4,298.0,37.0
2024-11-17,21.64,9.96,49.1,284.0,39.0
2024-11-18,21.54,8.9,46.7,298.0,56.0
2024-11-19,21.28,8.27,46.6,277.0,56.0
2024-11-20,22.05,9.7,47.4,272.0,76.0
2024-11-21,21.89,9.29,48.7,254.0,77.0
2024-11-22,21.7,8.19,46.7,261.0,55.0
2024-11-23,21.96,9.09,49.4,287.0,45.0
2024-11-24,22.28,8.82,49.2,241.0,27.0
2024-11-25,22.65,9.92,47.4,317.0,65.0
2024-11-26,22.33,8.45,45.9,286.0,21.0
2024-11-27,21.74,9.67,48.5,259.0,38.0
2024-11-28,22.05,7.36,45.9,283.0,47.0
2024-11-29,21.97,8.07,46.4,278.0,84.0
2024-11-30,22.02,7.66,47.3,288.0,66.0
2024-12-01,23.01,7.04,49.5,244.0,56.0
2024-12-02,21.16,8.38,48.6,250.0,38.0
2024-12-03,21.51,7.96,46.3,255.0,27.0
2024-12-04,21.51,9.47,48.4,289.0,-2.0
2024-12-05,21.96,7.62,46.3,261.0,42.0
2024-12-06,22.38,7.48,47.6,265.0,25.0
2024-12-07,22.88,7.53,49.4,251.0,42.0
2024-12-08,22.9,9.85,46.4,289.0,16.0
2024-12-09,24.26,8.82,48.4,268.0,72.0
2024-12-10,22.19,9.76,49.7,242.0,71.0
2024-12-11,22.77,7.11,47.6,271.0,84.0
2024-12-12,22.88,9.67,47.4,266.0,51.0
2024-12-13,23.33,8.83,49.9,289.0,56.0
2024-12-14,22.77,7.72,46.0,260.0,94.0
2024-12-15,24.44,7.77,48.2,319.0,21.0
2024-12-16,23.03,9.25,46.4,261.0,27.0
2024-12-17,21.76,9.34,47.1,255.0,48.0
2024-12-18,22.95,7.47,49.1,304.0,69.0
2024-12-19,23.49,7.59,46.1,269.0,35.0
2024-12-20,21.73,8.11,46.6,272.0,83.0
2024-12-21,22.25,9.35,47.1,269.0,44.0
2024-12-22,23.4,8.45,49.5,251.0,26.0
2024-12-23,21.11,9.68,46.1,248.0,89.0
2024-12-24,22.02,8.14,48.6,274.0,20.0
2024-12-25,22.97,7.94,45.1,272.0,49.0
2024-12-26,23.6,8.14,48.8,270.0,64.0
2024-12-27,21.59,8.12,49.9,302.0,12.0
2024-12-28,22.24,9.96,45.9,242.0,40.0
2024-12-29,23.92,9.53,45.2,263.0,32.0
2024-12-30,22.63,7.02,48.1,296.0,53.0
2024-12-31,23.56,7.87,47.0,262.0,65.0
2025-01-01,22.45,7.25,49.3,283.0,23.0
2025-01-02,23.61,9.67,48.9,238.0,56.0
2025-01-03,22.24,7.47,49.3,282.0,51.0
2025-01-04,23.33,7.43,46.2,271.0,37.0
2025-01-05,22.05,9.37,47.3,293.0,76.0
2025-01-06,23.12,8.0,49.2,265.0,41.0
2025-01-07,21.95,7.01,48.4,284.0,63.0
2025-01-08,24.0,8.32,45.6,252.0,33.0
2025-01-09,22.68,8.8,46.6,291.0,29.0
2025-01-10,23.97,7.07,48.3,271.0,19.0
2025-01-11,23.35,9.75,46.7,262.0,41.0
2025-01-12,22.54,7.97,49.7,297.0,65.0
2025-01-13,23.78,7.67,47.8,263.0,46.0
2025-01-14,22.81,9.8,48.1,243.0,51.0
2025-01-15,23.87,8.09,46.5,240.0,34.0
2025-01-16,22.96,8.83,47.8,291.0,32.0
2025-01-17,24.48,8.34,47.4,276.0,41.0
2025-01-18,23.76,9.39,49.9,282.0,50.0
2025-01-19,22.61,7.58,45.5,290.0,74.0
2025-01-20,23.82,9.03,47.9,287.0,36.0
2025-01-21,23.17,9.79,45.0,250.0,41.0
2025-01-22,22.25,9.55,45.9,313.0,82.0
2025-01-23,24.21,8.29,49.2,240.0,42.0
2025-01-24,23.91,8.83,48.0,301.0,66.0
2025-01-25,23.64,7.39,49.6,276.0,5.0
2025-01-26,22.34,8.05,48.7,263.0,46.0
2025-01-27,23.83,9.6,46.3,282.0,6.0
2025-01-28,23.34,8.36,46.2,304.0,35.0
2025-01-29,22.61,8.78,48.7,264.0,42.0
2025-01-30,24.47,8.56,47.6,271.0,59.0
2025-01-31,23.74,7.36,46.7,285.0,76.0
2025-02-01,23.13,9.01,49.0,296.0,36.0
2025-02-02,22.48,9.1,48.4,260.0,9.0
2025-02-03,23.99,7.64,46.3,265.0,62.0
2025-02-04,22.56,9.31,48.3,299.0,56.0
2025-02-05,23.72,9.67,46.5,271.0,31.0
2025-02-06,22.52,7.44,45.3,278.0,34.0
2025-02-07,23.9,8.51,49.2,252.0,48.0
2025-02-08,22.79,8.82,45.0,260.0,55.0
2025-02-09,24.6,7.71,47.2,238.0,68.0
2025-02-10,23.71,8.81,45.9,267.0,23.0
2025-02-11,22.85,8.72,48.3,289.0,30.0
2025-02-12,23.41,8.12,48.5,274.0,39.0
